dong,landvalue,yuheung,sukbak,school,specialsch,hospital,store,gu,landsize
자곡동,1301790.184,0,0,1.499712205,0,0,0,강남구,2667178.4
자양동,3305310.717,4.556708629,3.471778003,2.169861252,0,1,1,광진구,4608589.6
잠실동,6201771.734,4.988543713,5.180410779,2.494271857,0,0,1,송파구,5211941.9
잠원동,6593326.716,7.24667446,2.305760055,1.317577175,0,0,1,서초구,3035875.3
장교동,13258333.33,0,29.42673772,0,0,0,0,중구,33982.7
장사동,13795597.44,104.3200679,17.38667798,0,0,0,0,종로구,57515.3
장안동,2809072.558,38.96788879,17.12874233,1.712874233,0,0,1,동대문구,2335256.1
장위동,2240181.33,5.959078117,6.952257803,3.476128901,0,0,0,성북구,2013734.3
장지동,984134.6397,0,0,1.468423444,1,0,0,송파구,2724009.9
장충동1가,3680399.836,0,20.15397638,0,0,0,0,중구,148854
장충동2가,2879191.446,2.537396144,8.457987148,0.845798715,0,0,0,중구,1182314.4
재동,5917616.505,37.54035588,0,0,0,0,0,종로구,53276
저동1가,11243297.3,28.03554908,0,0,0,0,0,중구,35669
저동2가,10621800.77,73.25631653,36.62815826,0,0,1,0,중구,54602.8
적선동,8765436.508,0,0,0,0,0,0,종로구,43131.9
전농동,2725744.741,8.216656807,12.56665159,4.34999478,0,1,1,동대문구,2068968
정동,5734812.183,0,0,6.605525919,0,0,0,중구,302776.8
정릉동,1720613.23,0.59429555,0.950872879,0.832013769,0,0,0,성북구,8413322.3
제기동,2742301.995,3.379094724,26.18798411,4.223868405,0,0,0,동대문구,1183749
종로1가,17719320.75,140.5323365,0,0,0,0,0,종로구,28463.2
종로2가,28602649.64,33.70919081,16.85459541,0,0,0,0,종로구,59331
종로3가,22554968.91,22.3942599,22.3942599,0,0,0,0,종로구,44654.3
종로4가,16937476.68,69.5719931,0,0,0,0,0,종로구,43120.8
종로5가,12884542.6,493.1143308,71.72572084,0,0,0,0,종로구,111536
종로6가,6210036.036,85.56707274,19.74624755,0,0,0,0,종로구,151927.6
종암동,2069340.874,4.102278275,9.571982643,2.051139138,0,0,0,성북구,1462601.9
주교동,9251660.405,68.29677407,54.63741926,0,0,0,0,중구,73209.9
주성동,4048660.079,0,0,0,0,0,0,용산구,171439
주자동,3301809.524,0,0,0,0,0,0,중구,23972.8
중계동,1619102.57,0,0,4.600021076,0,0,1,노원구,5217367.4
중곡동,2538086.137,3.665606736,5.864970778,2.199364042,0,0,0,광진구,4092092
중동,2222235.09,0,0,5.989228971,1,0,0,마포구,333932.8
중림동,3917397.664,34.97599554,39.34799498,4.371999442,0,0,0,중구,228728.3
중학동,7924000,32.63803441,0,0,0,0,0,종로구,30639.1
중화동,2172976.666,6.043072726,6.647379999,3.021536363,0,0,0,중랑구,1654787.3
증산동,2390913.417,1.239333214,0,3.717999642,0,0,0,은평구,806885.5
진관동,358381.7989,0,0,0.086765939,0,0,0,은평구,11525259.9
창동,2144108.206,9.839966994,1.874279427,3.514273926,0,0,1,도봉구,4268307
창성동,3488912.971,0,0,0,0,0,0,종로구,59706.1
창신동,3428567.371,24.37074418,44.89347612,3.848012239,0,0,0,종로구,779623.3
창전동,3543074.74,0,0,0,0,0,0,마포구,475517.5
창천동,5357418.208,37.87472096,75.74944192,1.646726998,0,0,1,서대문구,607265.2
천연동,2733154.82,0,13.43164401,13.43164401,0,0,0,서대문구,148902.1
천왕동,696630.4659,0,0,0.731529377,0,0,0,구로구,1366999.1
천호동,3853268.959,15.98298315,21.52809975,2.609466636,0,0,1,강동구,3065760.6
청담동,9336341.399,15.00272964,2.57189651,1.714597673,0,0,1,강남구,2332908.8
청량리동,2762288.459,7.514915855,15.02983171,2.504971952,0,1,0,동대문구,1197618.2
청암동,2930642.574,0,0,0,0,0,0,용산구,71490.7
청운동,2361736.153,0,0,3.763961946,0,0,0,종로구,797032.5
청진동,12008220.34,129.9771078,16.24713847,0,0,0,0,종로구,61549.3
청파동1가,3156176.56,0,15.19626739,0,0,0,0,용산구,197416.9
청파동2가,3673772.338,4.470888258,8.941776516,4.470888258,0,0,0,용산구,223669.2
청파동3가,3756882.626,12.94449788,12.94449788,21.57416313,0,0,0,용산구,231758.7
체부동,4320929.919,44.25904821,44.25904821,0,0,0,0,종로구,45188.5
초동,9673886.364,305.6333966,95.51043643,0,0,0,0,중구,52350.3
충무로1가,36480848,0,117.8131853,0,0,0,1,중구,59416.1
충무로2가,23936506.07,115.3316072,302.7454689,0,0,0,0,중구,69365.2
충무로3가,10429366.67,531.9986551,148.9596234,0,0,0,0,중구,46992.6
충무로4가,8258914.972,460.8853437,102.4189653,0,0,0,0,중구,58582.9
충무로5가,7153680.672,18.46810743,92.34053713,0,0,0,0,중구,54147.4
충신동,3294421.992,15.62215628,7.81107814,0,0,0,0,종로구,128023.3
충정로1가,7271807.692,0,29.79107519,0,0,0,0,중구,33567.1
충정로2가,4277042.322,23.57795461,0,23.57795461,0,0,0,서대문구,127237.5
충정로3가,3179031.836,0,0,0,0,0,0,서대문구,256652
태평로1가,15235518.87,67.26985302,40.36191181,0,0,0,0,중구,74327.5
태평로2가,17195074.87,60.78502646,48.62802117,0,0,0,0,중구,82257.1
토정동,2313535.211,0,0,0,0,0,0,마포구,117933.3
통의동,4246930.693,0,0,0,0,0,0,종로구,62960.3
통인동,4867175.644,0,0,0,0,0,0,종로구,50330.9
팔판동,4733980.519,0,0,0,0,0,0,종로구,41466.5
평동,5880629.925,0,0,0,0,1,0,종로구,80549.1
평창동,1830855.983,0.388013984,0.194006992,0.194006992,0,0,0,종로구,5154453.4
풍납동,2548217.764,2.121896233,0,2.970654727,1,1,0,송파구,2356382.9
필동1가,6644924.419,55.4483554,27.7241777,0,0,0,0,중구,36069.6
필동2가,4814205.837,10.78263026,16.17394539,0,0,0,0,중구,185483.5
필동3가,3574039.157,0,10.61528304,0,0,0,0,중구,94203.8
필운동,4319579.787,0,11.59989189,11.59989189,0,0,0,종로구,86207.7
하계동,1437565.88,0,0,3.946327577,1,1,0,노원구,2027201.2
하왕십리동,3253219.784,3.237365413,4.856048119,3.237365413,0,0,0,성동구,617786.3
하월곡동,2581921.251,4.452801611,8.349003021,2.226400805,0,0,1,성북구,1796621.7
하중동,2819292.308,0,0,0,0,0,0,마포구,94279.6
한강로1가,8300583.026,16.82097811,0,0,0,0,0,용산구,237798.3
한강로2가,13011180.09,28.98752377,17.83847617,2.229809521,0,0,1,용산구,448468.8
한강로3가,8256128.949,5.048607998,8.414346663,1.682869333,0,0,1,용산구,1188446.4
한남동,4962646.415,12.29122564,2.325367014,0.332195288,0,1,0,용산구,3010277.5
합동,4039926.316,0,0,0,0,0,0,서대문구,42486
합정동,3753746.695,4.063135083,5.22403082,1.160895738,0,0,0,마포구,1722807.6
항동,907832.6165,0,0,0,1,0,0,구로구,1436147.2
행당동,3167801.028,3.381154352,2.028692611,2.028692611,0,0,1,성동구,1478784.9
행촌동,2288183.683,0,0,15.47205631,0,0,0,종로구,129265.3
현석동,2341768.519,0,0,0,0,0,0,마포구,189516.1
현저동,1123867.522,0,0,1.927613859,0,0,0,서대문구,518776.1
혜화동,3722977.241,0,0,18.49867241,0,0,0,종로구,324347.6
홍은동,1745204.34,1.922434492,1.647800993,1.922434492,0,1,0,서대문구,3641216.4
홍익동,3797160.494,11.19080206,16.78620308,0,0,0,0,성동구,178718.2
홍제동,2334257.463,4.487571718,3.846490044,1.282163348,0,0,0,서대문구,3119727.3
홍지동,1595493.17,0,5.606088212,8.409132318,0,0,0,종로구,356755
홍파동,5600257.828,0,0,0,0,0,0,종로구,41827.6
화곡동,2303774.646,38.20645934,21.47139864,1.894535174,1,0,0,강서구,6334007.5
화동,4401278.355,0,0,0,0,0,0,종로구,58288.9
화양동,4132349.78,17.21813483,25.82720224,4.304533707,0,1,0,광진구,1161566
황학동,4348284.227,70.379157,61.19926696,0,0,0,1,중구,326801.3
회기동,2963915.96,3.937583009,6.562638349,3.937583009,0,1,0,동대문구,761888.7
회현동1가,8140010.36,13.29324975,83.08281096,0,0,0,0,중구,300904.6
회현동2가,4240976.25,14.14911469,0,0,0,0,0,중구,70675.8
회현동3가,5408228.986,0,79.77089798,0,0,0,0,중구,12535.9
효자동,3182476.563,0,0,0,0,0,0,종로구,59135.9
효제동,6052200,189.423584,139.5752724,9.969662318,0,0,0,종로구,100304.3
효창동,3915253.795,0,0,2.256985823,0,0,0,용산구,443068.8
후암동,3107390.794,0,4.624497722,2.312248861,0,0,0,용산구,864958.8
훈정동,1752285.714,0,0,0,0,0,0,종로구,206168.9
휘경동,2213500.974,2.375605572,9.502422286,4.15730975,0,1,0,동대문구,1683781.2
흑석동,3413263.581,2.99840311,2.99840311,2.398722488,0,1,0,동작구,1667554.3
흥인동,6135674.847,24.06636541,16.04424361,8.022121803,0,0,0,중구,124655.3
